Order Number,Ship State,Ship Country,order_create_date,shipping_date,delivery_date,g_user_id,dateAndTime,times_ordered
6032364861,FL,US,6/3/2023,6/5/2023,6/12/2023,{06B73C92-3843-4C39-9FBA-089CFEDBE77B},2023-06-08 15:33:00 ET,1
6122364581,VA,US,6/12/2023,6/13/2023,6/20/2023,{06B737AD-8F12-4101-83D1-8E7624DD64CB},2023-06-17 14:51:00 ET,1
6212366503,PA,US,6/21/2023,6/22/2023,6/30/2023,{06B72C27-68F3-44F7-815B-9CDCA0F2CFCE},2023-06-28 12:43:00 ET,1
6242365936,FL,US,6/24/2023,6/25/2023,6/28/2023,{06B6B94A-4949-4FF3-8A98-C2EF922F02CF},2023-06-29 14:29:00 ET,1
7092369017,ME,US,7/9/2023,7/10/2023,7/14/2023,{06B6B335-90F2-45DD-92DC-06ABE65DFDCF},2023-07-13 19:00:00 ET,1
6042367926,MO,US,6/4/2023,6/5/2023,6/15/2023,{06B6AD35-D950-4015-AAD6-5B07A15A5D80},2023-06-21 17:28:00 CT,1
6042366242,LA,US,6/4/2023,6/6/2023,6/16/2023,{06B697D6-D381-42F8-AE90-D670AF69316A},2023-06-10 11:52:00 CT,1
6212365865,TX,US,6/21/2023,6/22/2023,7/5/2023,{06B67D39-14DC-4DAC-9BC0-81E2CC0EEC85},2023-06-28 13:28:00 CT,1
6102363850,MA,US,6/10/2023,6/12/2023,6/20/2023,{06B676DB-4CB9-441B-91C4-7A9A7DF3F0F4},2023-06-16 16:18:00 ET,1
7072367331,NC,US,7/7/2023,7/9/2023,7/14/2023,{06B60DCB-7ADF-46FA-B4A8-28B9736DB218},2023-07-12 11:58:00 ET,2
7072367507,NC,US,7/7/2023,7/9/2023,7/14/2023,{06B60DCB-7ADF-46FA-B4A8-28B9736DB218},2023-07-12 11:58:00 ET,2
7152364883,OR,US,7/15/2023,7/16/2023,7/26/2023,{06B5E39D-8752-4E94-8246-A9A87A91FC98},2023-07-24 10:01:00 PT,1
7092366729,NY,US,7/9/2023,7/10/2023,7/17/2023,{06B5CF29-381D-46F4-925A-51BB5C35B8EA},2023-07-13 08:59:00 ET,1
6152365054,AR,US,6/15/2023,6/19/2023,6/28/2023,{06B55BEB-2C3A-4FB8-B13E-BF3A3464E77B},2023-06-24 11:47:00 CT,1
7072366792,CA,US,7/7/2023,7/9/2023,7/19/2023,{06B53A76-120F-4982-84B1-2761F43EC37A},2023-07-17 12:45:00 PT,2
6032366262,CA,US,6/3/2023,6/5/2023,6/15/2023,{06B53A76-120F-4982-84B1-2761F43EC37A},2023-06-13 11:53:00 PT,2
6252360354,AZ,US,6/25/2023,6/26/2023,7/7/2023,{06B5273F-C004-48EF-A10A-5D577449556D},2023-07-01 14:43:00 MT,1
6082367138,MI,US,6/8/2023,6/12/2023,6/20/2023,{06B51D86-E259-4E98-A48B-188357749F8B},2023-06-15 11:52:00 ET,2
6062367610,MI,US,6/6/2023,6/7/2023,6/15/2023,{06B51D86-E259-4E98-A48B-188357749F8B},2023-06-12 12:37:00 ET,2
6102361095,WI,US,6/10/2023,6/11/2023,6/19/2023,{06B510DB-EC85-4CA3-888C-F434B3AE28A2},2023-06-15 13:33:00 CT,1
6242364884,FL,US,6/24/2023,6/26/2023,7/3/2023,{06B4FC6F-0ECB-4BC0-9AE2-CDE1B36AFC3B},2023-06-29 11:55:00 ET,1
6082364557,NM,US,6/8/2023,6/9/2023,6/16/2023,{06B489CB-A7ED-45D8-97AA-69DB130E11B6},2023-06-13 14:29:00 MT,1
7042352506,TX,US,7/4/2023,7/5/2023,7/10/2023,{06B46E63-8535-4C65-AE70-840FBA0AA30A},7/8/2023 9:53,3
6112360399,TX,US,6/11/2023,6/23/2023,7/10/2023,{06B46E63-8535-4C65-AE70-840FBA0AA30A},2023-06-30 10:43:00 CT,3
6152340033,TX,US,6/15/2023,6/18/2023,6/30/2023,{06B46E63-8535-4C65-AE70-840FBA0AA30A},2023-06-23 10:44:00 CT,3
6152352550,TX,US,6/15/2023,6/16/2023,6/21/2023,{06B46E63-8535-4C65-AE70-840FBA0AA30A},6/20/2023 10:45,3
6102362985,TX,US,6/10/2023,6/11/2023,6/16/2023,{06B46E63-8535-4C65-AE70-840FBA0AA30A},2023-06-14 10:29:00 CT,3
7082361942,NY,US,7/8/2023,7/9/2023,7/14/2023,{06B45874-9E29-4886-9048-A05E5B9E3A4F},2023-07-12 16:34:00 ET,1
6052364510,TX,US,6/5/2023,6/7/2023,6/16/2023,{06B44A6C-022D-4228-AD72-275802BC4B86},2023-06-15 11:02:00 CT,1
6052364510,TX,US,6/5/2023,6/6/2023,6/15/2023,{06B44A6C-022D-4228-AD72-275802BC4B86},2023-06-10 09:48:00 CT,1
6172367686,PA,US,6/17/2023,6/19/2023,6/26/2023,{06B435B0-B9E6-4B19-BF68-9ED55D457D81},2023-06-22 14:50:00 ET,1
6182361656,MA,US,6/18/2023,6/19/2023,6/27/2023,{06B410F2-F631-490E-91FC-3CF930617DE4},2023-06-23 14:07:00 ET,1
6182360055,FL,US,6/18/2023,6/19/2023,6/23/2023,{06B3BE80-366E-4088-82AD-3903BD9F8954},2023-06-22 14:51:00 CT,1
7082364113,NY,US,7/8/2023,7/10/2023,7/18/2023,{06B39CF5-EAA6-45B2-BC85-0AC132DA8056},2023-07-17 16:18:00 ET,1
6032363946,FL,US,6/3/2023,6/4/2023,6/9/2023,{06B35190-D28F-4C8D-AEFA-B090BF0FF195},2023-06-08 14:35:00 ET,1
6112369831,IL,US,6/11/2023,6/12/2023,6/23/2023,{06B2F8DE-37DF-4A96-AA1F-E155C586BFC6},2023-06-23 11:58:00 CT,1
7132364451,WI,US,7/13/2023,7/14/2023,7/19/2023,{06B2F54A-6B52-49A6-8358-B3E91FB687D7},2023-07-18 09:53:00 CT,2
6042361848,WI,US,6/4/2023,6/4/2023,6/8/2023,{06B2F54A-6B52-49A6-8358-B3E91FB687D7},2023-06-08 09:40:00 CT,2
6242365458,TX,US,6/24/2023,6/26/2023,7/10/2023,{06B260DB-7A67-4B63-A1F6-C513C77072B9},2023-07-01 16:15:00 CT,1
7032365741,MN,US,7/3/2023,7/5/2023,7/14/2023,{06B258AC-E5CD-4533-8F1C-DE0239776C3B},2023-07-11 10:42:00 CT,1
7122390227,HI,US,7/12/2023,7/13/2023,7/18/2023,{06B21998-48EF-4159-B480-36D7B33CCA70},7/19/2023 9:25,1
6072366611,MO,US,6/7/2023,6/8/2023,6/20/2023,{06B20877-CA10-4BCE-93CD-DAF4BCA09A30},2023-06-20 13:23:00 CT,2
6052363712,MO,US,6/5/2023,6/6/2023,6/16/2023,{06B20877-CA10-4BCE-93CD-DAF4BCA09A30},2023-06-15 11:42:00 CT,2
7172355022,MO,US,7/17/2023,7/17/2023,7/20/2023,{06B1CE6F-DB95-403B-9EB6-9561D03B438E},7/20/2023 15:07,2
7012364587,MO,US,7/1/2023,7/3/2023,7/17/2023,{06B1CE6F-DB95-403B-9EB6-9561D03B438E},2023-07-08 12:32:00 CT,2
6152360039,MO,US,6/15/2023,6/15/2023,6/28/2023,{06B1CE6F-DB95-403B-9EB6-9561D03B438E},2023-07-01 09:10:00 CT,2
6032361380,UT,US,6/3/2023,6/5/2023,6/16/2023,{06B19838-6781-484F-92E2-400932071483},2023-06-13 09:58:00 MT,1
7102366908,TX,US,7/10/2023,7/11/2023,7/21/2023,{06B15116-2EB9-4901-957E-BA3EA9E7DF51},2023-07-19 13:34:00 CT,1
6102362655,NY,US,6/10/2023,6/11/2023,6/19/2023,{06B115E5-0D74-4CE4-8476-F45E69D9B48F},2023-06-15 14:01:00 ET,1
7122369539,NC,US,7/12/2023,7/13/2023,7/20/2023,{06B10CC7-BAD8-4AC6-88C9-57AB86D54524},2023-07-17 12:30:00 ET,1
7252366932,PA,US,7/25/2023,7/26/2023,8/2/2023,{06B10088-E07D-4AA9-B948-255118A567CD},2023-07-29 11:47:00 ET,1
7042365521,IA,US,7/4/2023,7/6/2023,7/17/2023,{06B0FC57-E82B-47F0-9290-014999730AFB},2023-07-11 13:39:00 CT,1
7202360824,KY,US,7/20/2023,7/20/2023,7/28/2023,{06B0BC5A-2381-4969-AC3B-079783F9F2DF},2023-07-27 09:38:00 ET,1
7172366065,NY,US,7/17/2023,7/18/2023,7/25/2023,{06B07CF2-0368-43F4-95FB-D12FF3B97238},2023-07-21 16:14:00 ET,1
6302364760,FL,US,6/30/2023,7/2/2023,7/10/2023,{06B04FBD-FA56-4BDB-8DEF-39EC7263748D},2023-07-07 11:42:00 ET,1
7152362668,OR,US,7/15/2023,7/17/2023,7/27/2023,{06B04D08-ADBB-409E-AC93-54241F38E11A},2023-07-24 15:19:00 PT,1
6252390661,IL,US,6/25/2023,6/26/2023,7/5/2023,{06AFFE5C-1D55-4A64-840D-A8371F4571D0},2023-06-30 13:37:00 CT,1
6022367171,PA,US,6/2/2023,6/4/2023,6/9/2023,{06AFD7BC-B2EB-46B2-8021-362EC0042065},2023-06-07 11:11:00 ET,1
7122363086,TX,US,7/12/2023,7/13/2023,7/24/2023,{06AF9CE8-3426-4A3C-BB28-3B3BAE1739C0},2023-07-20 13:45:00 CT,1
6112363369,GA,US,6/11/2023,6/12/2023,6/20/2023,{06AF59BC-A4D4-4652-9531-A68C692126A1},2023-06-16 10:52:00 ET,1
6252362201,KS,US,6/25/2023,6/25/2023,7/10/2023,{06AF3C72-A64D-4F51-BCCD-02C5443AE8D3},2023-07-01 11:14:00 CT,1
7172365852,TX,US,7/17/2023,7/18/2023,7/27/2023,{06AF14BE-0E1C-4486-9121-1E0E777FD425},2023-07-22 12:21:00 CT,1
6162360260,GA,US,6/16/2023,6/21/2023,6/30/2023,{06AF0E2D-896A-4B39-998F-51BECDB937C6},2023-06-26 14:16:00 ET,2
7022362419,TX,US,7/2/2023,7/3/2023,7/12/2023,{06AF0BDF-97B2-4CEC-A5C2-6BF4E4BBBB77},2023-07-08 09:33:00 CT,1
7242362751,PA,US,7/24/2023,7/25/2023,8/1/2023,{06AEB869-665D-4BA2-920A-4565057F3B0C},2023-07-28 11:37:00 ET,4
7242363182,PA,US,7/24/2023,7/25/2023,8/1/2023,{06AEB869-665D-4BA2-920A-4565057F3B0C},2023-07-28 11:37:00 ET,4
6242365277,MD,US,6/24/2023,6/26/2023,7/3/2023,{06AEB869-665D-4BA2-920A-4565057F3B0C},2023-06-29 09:52:00 ET,4
6242365321,MD,US,6/24/2023,6/25/2023,6/30/2023,{06AEB869-665D-4BA2-920A-4565057F3B0C},2023-06-27 13:13:00 ET,4
6022364852,TN,US,6/2/2023,6/4/2023,6/14/2023,{06AEB735-A34A-4B5F-9696-4D991733C9AB},2023-06-10 11:07:00 CT,1
7222364863,CT,US,7/22/2023,7/24/2023,8/1/2023,{06AE5901-7B7C-4EBD-BED6-F614C04D83EB},2023-07-28 14:52:00 ET,1
6072367052,OR,US,6/7/2023,6/9/2023,6/22/2023,{06AE4EBA-1094-409C-BECA-4DA570F090EA},2023-06-16 12:14:00 PT,1
7162363952,AL,US,7/16/2023,7/17/2023,7/25/2023,{06AE10A3-881A-4143-AA91-5F2BCF8CB87D},2023-07-22 12:44:00 CT,1
7242360076,LA,US,7/24/2023,7/24/2023,8/3/2023,{06ADAF1C-E872-4156-B1A7-663F4AE0C1A6},2023-07-29 11:24:00 CT,1
6052361271,IL,US,6/5/2023,6/5/2023,6/14/2023,{06ADA77C-6E66-4F0A-89DE-7413F3BEF7FC},2023-06-09 14:08:00 CT,1
6242363302,ME,US,6/24/2023,6/25/2023,7/5/2023,{06AD5E50-C7C9-4390-9A76-128CDCF58C8C},2023-06-29 16:11:00 ET,1
7162368245,CA,US,7/16/2023,7/17/2023,7/27/2023,{06ac9960-f67e-4755-a735-2d63740718d4},2023-07-24 13:20:00 PT,1
6052362562,LA,US,6/5/2023,6/6/2023,6/16/2023,{06ABD309-211F-4070-8C04-4110FFD109A2},2023-06-10 14:18:00 CT,1
6232364234,WV,US,6/23/2023,6/25/2023,7/3/2023,{06ABC2D6-FBC2-452A-A04C-BA493DCC25B1},2023-06-29 12:56:00 ET,1
7212368233,PA,US,7/21/2023,7/23/2023,7/28/2023,{06ABBAA7-8D85-46DB-8D1B-7216D611055E},2023-07-26 12:19:00 ET,1
6102366440,WI,US,6/10/2023,6/12/2023,6/21/2023,{06AB7628-13B3-46D2-8DD6-EFC4A95FCF5F},2023-06-15 11:22:00 CT,1
6302365857,OH,US,6/30/2023,7/3/2023,7/6/2023,{06AAA845-4DBB-4A81-B8D6-47996604B5FD},7/5/2023 8:17,1
7072367388,AR,US,7/7/2023,7/9/2023,7/19/2023,{06AA8045-7339-4A37-92C0-03BEDC789EA7},2023-07-15 09:08:00 CT,1
7252360488,CO,US,7/25/2023,7/25/2023,8/7/2023,{06AA72A8-CFD5-4DDF-9D85-E6503FD2D727},2023-08-02 06:40:00 MT,3
6222362518,WY,US,6/22/2023,6/22/2023,7/6/2023,{06AA709F-738A-41B0-8476-3AE4C4662226},2023-06-28 13:37:00 MT,1
6122362279,TX,US,6/12/2023,6/12/2023,6/23/2023,{06AA5533-54E9-47AD-90FF-65D6BC92EFEA},2023-06-21 15:25:00 CT,1
6072362111,VA,US,6/7/2023,6/7/2023,6/14/2023,{06AA476A-38D5-4642-B56B-1C61D06CE150},2023-06-10 13:39:00 ET,1
7042365802,TX,US,7/4/2023,7/5/2023,7/17/2023,{06AA32CF-576E-4C90-B664-A492970F6962},2023-07-11 11:33:00 CT,1
7122362032,MA,US,7/12/2023,7/13/2023,7/21/2023,{06AA042B-C204-4F9D-942B-7E844185301E},2023-07-17 13:24:00 ET,1
6192365477,VA,US,6/19/2023,6/20/2023,6/27/2023,{06A9EB9D-1A32-4E00-ADA1-811DD552B929},2023-06-23 16:07:00 ET,1
6142362823,FL,US,6/14/2023,6/18/2023,6/23/2023,{06A9A751-73F8-4E0C-A23E-9E3A84974394},2023-06-22 13:51:00 ET,1
7302363969,VA,US,7/30/2023,7/31/2023,8/3/2023,{06A98721-D670-4CDF-B000-B54918E15F22},2023-08-02 11:48:00 ET,1
6282360816,ME,US,6/28/2023,6/28/2023,7/10/2023,{06A94118-9CB4-4AB8-ADC7-B11A02FCFD88},2023-07-05 08:42:00 ET,2
6092360830,ME,US,6/9/2023,6/9/2023,6/20/2023,{06A94118-9CB4-4AB8-ADC7-B11A02FCFD88},2023-06-14 08:12:00 ET,2
7032365218,LA,US,7/3/2023,7/5/2023,7/17/2023,{06A937BF-96F1-422B-92C4-2405C93D2831},2023-07-10 10:17:00 CT,1
7142360284,NE,US,7/14/2023,7/14/2023,7/27/2023,{06A90F88-1268-40F0-848C-B42916187FC5},2023-07-19 13:30:00 CT,1
6132366448,KY,US,6/13/2023,6/14/2023,6/22/2023,{06A8C808-CF2A-462D-BF7A-B380965680BC},2023-06-21 13:32:00 CT,1
6172362352,SC,US,6/17/2023,6/19/2023,6/27/2023,{06A8A57A-529C-44B9-9C07-C2F99FF14696},2023-06-22 13:50:00 ET,1
6242361220,TX,US,6/24/2023,6/25/2023,7/6/2023,{06A8A3B1-B213-4DBD-92AB-D151B5403219},2023-06-30 10:49:00 CT,1
6172366779,NC,US,6/17/2023,6/19/2023,6/26/2023,{06A820CD-E037-4674-9C1B-CAD3C0A37934},2023-06-22 14:48:00 ET,1
6172368228,MO,US,6/17/2023,6/20/2023,7/3/2023,{06A78668-060D-47FA-92DD-128C4E96D337},2023-06-26 15:23:00 CT,1
7262361405,VA,US,7/26/2023,7/26/2023,8/2/2023,{06A68273-227C-4337-B26F-4B40643484A8},2023-07-29 13:20:00 ET,1
7162367191,TX,US,7/16/2023,7/17/2023,7/27/2023,{06A66775-6358-42F8-854C-A89BED54280D},2023-07-24 14:57:00 CT,1
6092368042,NY,US,6/9/2023,6/11/2023,6/20/2023,{06A6055F-4DEE-4B0D-BBA3-8C0575ADBFDB},2023-06-16 10:49:00 ET,1
6232363708,NY,US,6/23/2023,6/25/2023,6/30/2023,{06A5FC99-7881-46EE-AAB0-87A8C758A4DC},2023-06-29 13:55:00 ET,1
6272362412,FL,US,6/27/2023,6/27/2023,7/5/2023,{06A5FA1F-D2C1-425E-ABE7-53EB684332F1},2023-06-30 13:43:00 ET,1
6242365822,IA,US,6/24/2023,6/25/2023,7/5/2023,{06A54DD6-4D99-403F-9421-03DC8D38645F},2023-06-30 14:32:00 CT,1
6062362323,TX,US,6/6/2023,6/6/2023,6/19/2023,{06A4812F-9AB7-4FE6-941C-484B9C51D203},2023-06-10 13:04:00 CT,1
7032390029,VA,US,7/3/2023,7/5/2023,7/13/2023,{06A4256F-3469-4DD7-AF96-D37A26F4A7D9},2023-07-11 16:45:00 ET,1
7042360443,CA,US,7/4/2023,7/5/2023,7/11/2023,{06A40F00-3825-49F0-A753-3FE79D019CF1},2023-07-08 12:36:00 PT,1
7112366448,AL,US,7/11/2023,7/12/2023,7/20/2023,{06A390BD-69F4-4973-BF3E-C2E82070DC06},2023-07-17 10:24:00 CT,1
7212368110,MD,US,7/21/2023,7/23/2023,7/28/2023,{06A37751-1E9A-404A-A9DA-8C471BF8A8F3},2023-07-26 13:37:00 ET,1
7072360931,NM,US,7/7/2023,7/7/2023,7/19/2023,{06A3668F-446B-4BE7-BA05-C640F31C0335},2023-07-14 12:14:00 MT,1
6112367893,PA,US,6/11/2023,6/12/2023,6/19/2023,{06A31350-75CA-49CF-95AB-ACA5CF6D3DB7},2023-06-15 13:05:00 ET,1
6182361174,CA,US,6/18/2023,6/20/2023,6/30/2023,{06A26BC0-4540-4FA1-BE43-F6E533CDD660},2023-06-27 12:32:00 PT,1
6072366679,NC,US,6/7/2023,6/8/2023,6/15/2023,{06A225F7-5113-4813-960B-501372448073},2023-06-12 16:34:00 ET,1
7152364698,VA,US,7/15/2023,7/16/2023,7/24/2023,{06A1D72D-4AF2-4AC8-BC1E-E21678DF7654},2023-07-20 13:24:00 ET,1
7222367489,OR,US,7/22/2023,7/23/2023,8/2/2023,{06A1CF08-3F6A-416D-8886-97BCC7BBF859},2023-07-31 11:35:00 PT,1
6072366663,NJ,US,6/7/2023,6/9/2023,6/16/2023,{06A150AB-E1E9-454A-9625-99E53B6719D9},2023-06-13 15:28:00 ET,2
7242364530,TX,US,7/24/2023,7/25/2023,8/4/2023,{06A1313B-E735-48FE-8F08-C69D67BCF22E},2023-07-29 16:43:00 CT,2
6112369443,TX,US,6/11/2023,6/12/2023,6/23/2023,{06A1313B-E735-48FE-8F08-C69D67BCF22E},2023-06-17 12:35:00 CT,2
6102363890,PA,US,6/10/2023,6/11/2023,6/16/2023,{06A11B20-1A72-4561-AB7B-33AFDAC0AB74},2023-06-14 10:21:00 ET,1
7252366608,CA,US,7/25/2023,7/26/2023,8/8/2023,{06A0E1F9-35C8-4256-9FA8-C23EF0095CD6},2023-08-01 11:27:00 PT,1
7032362915,MN,US,7/3/2023,7/3/2023,7/12/2023,{06A0CAD2-A699-41FC-8328-1C0DD87B28E2},2023-07-10 14:57:00 CT,2
7032362850,MN,US,7/3/2023,7/3/2023,7/12/2023,{06A0CAD2-A699-41FC-8328-1C0DD87B28E2},2023-07-10 14:57:00 CT,2
6112362154,FL,US,6/11/2023,6/12/2023,6/19/2023,{069F9651-C7ED-47F9-84A8-9D62CE80397C},2023-06-15 16:20:00 ET,1
6292360018,CA,US,6/29/2023,6/29/2023,7/12/2023,{069F2E43-0AC7-471A-B10F-7E8E1408013F},2023-07-06 13:01:00 PT,1
6222360471,AZ,US,6/22/2023,6/22/2023,7/5/2023,{069F1C19-CD53-4B53-9BD1-5DD77B6415BB},2023-06-28 12:27:00 MT,1
6182362192,MO,US,6/18/2023,6/19/2023,6/30/2023,{069F0E23-771F-4560-8BF0-4D4C73536DE2},2023-06-26 10:53:00 CT,1
7042360819,IL,US,7/4/2023,7/5/2023,7/19/2023,{069E90F5-F54D-4179-A60B-6B53A3E5D66E},2023-07-12 09:18:00 CT,1
7122360046,NC,US,7/12/2023,7/12/2023,7/18/2023,{069E67D2-609D-49B2-A21E-56AAFA4D6B63},2023-07-15 12:56:00 ET,1
6112368131,CO,US,6/11/2023,7/21/2023,8/2/2023,{069E53CF-0B56-43B3-ADB7-F72B4F65345F},2023-07-28 14:51:00 MT,2
6262368702,CO,US,6/26/2023,6/27/2023,7/10/2023,{069E53CF-0B56-43B3-ADB7-F72B4F65345F},2023-07-05 15:42:00 MT,2
6112368131,CO,US,6/11/2023,6/12/2023,6/22/2023,{069E53CF-0B56-43B3-ADB7-F72B4F65345F},2023-06-20 16:00:00 MT,2
6102361057,VA,US,6/10/2023,6/11/2023,6/16/2023,{069E3F95-43B3-4A3A-B2BB-12FFBF35270D},2023-06-16 14:18:00 ET,1
7252361498,AZ,US,7/25/2023,7/26/2023,8/7/2023,{069E19B5-B6A4-4578-BA18-9A60A5368427},2023-08-01 14:37:00 MT,1
7052367498,MN,US,7/5/2023,7/6/2023,7/17/2023,{069DE828-8D3F-467D-AB7B-7F5AF7278755},2023-07-10 14:13:00 CT,1
6152365720,FL,US,6/15/2023,6/18/2023,6/23/2023,{069DD57B-2ADE-428C-98F9-801E0A16CE4A},2023-06-22 12:19:00 ET,1
7102363167,NC,US,7/10/2023,7/11/2023,7/17/2023,{069DCEFB-0103-4A47-AEBB-66DF4229ECBF},2023-07-14 16:13:00 ET,1
7192362943,NY,US,7/19/2023,7/20/2023,7/27/2023,{069DBF1D-6F90-4B14-A936-158D5127CD96},2023-07-22 13:33:00 ET,1
7142366289,TX,US,7/14/2023,7/16/2023,7/20/2023,{069D90DE-1283-4B58-977F-0A4FAD743877},2023-07-19 09:57:00 CT,1
7122360166,GA,US,7/12/2023,7/12/2023,7/20/2023,{069D3FF7-F5BD-44D6-8F3E-75DF4513A8A0},2023-07-17 14:54:00 ET,1
6082360356,PA,US,6/8/2023,6/8/2023,6/16/2023,{069D2EF4-118F-42D3-9022-A80DC736708D},2023-06-12 14:17:00 ET,1
7032361582,WI,US,7/3/2023,7/3/2023,7/6/2023,{069D1ABC-4CFB-40E3-9A59-E48FE3F3611A},2023-07-07 14:39:00 CT,1
6202362938,MO,US,6/20/2023,6/22/2023,7/6/2023,{069D13BA-0FDE-4B80-AF74-D90E4FCF6F77},2023-06-30 16:45:00 CT,1
7252360795,MO,US,7/25/2023,7/25/2023,7/31/2023,{069CDA01-40A2-4BB5-884C-ADE4E5A7B9F8},2023-07-28 13:21:00 CT,1
6142361910,NY,US,6/14/2023,6/14/2023,6/22/2023,{069CC9ED-E9D4-41CB-9DAB-146AD7A25420},2023-06-17 11:10:00 ET,1
6192360865,CA,US,6/19/2023,6/19/2023,7/3/2023,{069C7860-7FA2-4A91-9378-82A205367259},2023-06-26 16:58:00 PT,1
6082364491,TX,US,6/8/2023,6/9/2023,6/20/2023,{069C588D-D5CE-4489-AF94-3D2D3998106E},2023-06-15 15:12:00 CT,1
7072369702,VA,US,7/7/2023,7/9/2023,7/14/2023,{069C03D8-BE5C-47BB-B6E3-533F04E44294},2023-07-12 11:30:00 ET,1
7272362940,NC,US,7/27/2023,7/28/2023,8/4/2023,{069B34C6-D6FD-4525-87CF-B10E0AFDC502},2023-08-02 14:18:00 ET,1
6182363530,CO,US,6/18/2023,6/19/2023,6/26/2023,{069B255F-A66B-4BAD-BA1D-77E6DBF73C21},2023-06-22 16:53:00 MT,1
6122366804,NJ,US,6/12/2023,6/13/2023,6/20/2023,{069B0CAC-F053-4173-951F-325C766EE569},2023-06-17 11:24:00 ET,1
6032361978,CT,US,6/3/2023,6/4/2023,6/8/2023,{069AE41D-41CF-406F-8664-6D85D993E1DC},2023-06-08 14:50:00 ET,1
6202366237,TX,US,6/20/2023,6/21/2023,6/30/2023,{069A45AB-7056-49DC-BA6B-19AE93CF8959},2023-06-27 13:13:00 CT,1
7082364764,ID,US,7/8/2023,7/9/2023,7/18/2023,{069A22D2-77F4-429A-956A-9B0F828AD201},2023-07-15 13:24:00 MT,1
7122360832,CA,US,7/12/2023,7/12/2023,7/24/2023,{0699E442-C7CF-422A-B926-3823316078EE},2023-07-19 15:56:00 PT,2
7122360793,CA,US,7/12/2023,7/12/2023,7/24/2023,{0699E442-C7CF-422A-B926-3823316078EE},2023-07-19 15:56:00 PT,2
7272363121,IN,US,7/27/2023,7/28/2023,8/4/2023,{0699DC0B-25B2-4F39-A226-D62651DBF90D},2023-08-01 10:25:00 ET,2
6182368802,IN,US,6/18/2023,6/20/2023,6/28/2023,{0699DC0B-25B2-4F39-A226-D62651DBF90D},2023-06-23 11:04:00 ET,2
6112368558,CO,US,6/11/2023,6/12/2023,6/22/2023,{0699BE40-2001-4BF2-995B-B56B076909ED},2023-06-20 16:53:00 MT,1
6242365110,WI,US,6/24/2023,6/26/2023,7/6/2023,{06999F8C-DDC9-4D24-B19C-6BCABED1E3A3},2023-06-29 12:37:00 CT,1
7062364673,IA,US,7/6/2023,7/7/2023,7/18/2023,{069948BC-7E62-4693-A51B-4DABCBACE1F5},2023-07-12 11:16:00 CT,1
6232363093,TN,US,6/23/2023,6/23/2023,7/5/2023,{0698C818-2FA1-452F-8569-6486FC07371D},2023-06-29 10:56:00 CT,1
6232368150,AR,US,6/23/2023,6/25/2023,7/7/2023,{0698C007-0EB1-47CD-8501-91CAB0DF4556},2023-06-30 11:57:00 CT,1
6122366716,VA,US,6/12/2023,6/13/2023,6/20/2023,{0698609B-E806-413B-AA8D-5555D4C0CA10},2023-06-17 14:48:00 ET,1
7222362479,IL,US,7/22/2023,7/24/2023,8/1/2023,{06981A98-919B-4321-8FC9-CA7F8FCCC3D5},2023-07-27 10:20:00 CT,1
6212361973,NJ,US,6/21/2023,6/22/2023,6/29/2023,{069809F2-31EB-4CBD-A750-81BD5B2E3EB7},2023-06-26 10:31:00 ET,1
7112364796,RI,US,7/11/2023,7/11/2023,7/17/2023,{0697F382-F375-4AE3-99A7-9C07FBD74F5A},2023-07-14 14:13:00 ET,1
6092366580,WI,US,6/9/2023,6/11/2023,6/20/2023,{0697C644-34A0-4FD3-9232-4E6BA03832F1},2023-06-16 11:27:00 CT,1
7032366988,KY,US,7/3/2023,7/5/2023,7/14/2023,{06974D22-648E-412A-B485-5FFA9C38FEF6},2023-07-08 13:34:00 CT,1
7022363886,MI,US,7/2/2023,7/3/2023,7/11/2023,{069727A3-8406-44ED-AA7A-BAC499BC3214},2023-07-10 13:42:00 ET,2
6262362059,MI,US,6/26/2023,6/26/2023,7/5/2023,{069727A3-8406-44ED-AA7A-BAC499BC3214},2023-06-30 14:32:00 ET,2
7202362826,DE,US,7/20/2023,7/21/2023,7/28/2023,{069667B3-9902-4121-9D92-CA26686AD112},2023-07-25 12:08:00 ET,1
6082367586,FL,US,6/8/2023,6/9/2023,6/16/2023,{06966493-5402-435D-B7E2-0E4ECD7328B3},2023-06-13 19:04:00 ET,3
7132363934,FL,US,7/13/2023,7/14/2023,7/21/2023,{0696472E-9C57-43B9-8437-23FAF2C366A5},2023-07-18 16:59:00 ET,1
6022367227,RI,US,6/2/2023,6/14/2023,6/22/2023,{069607C2-A3BA-4660-A236-BED309AEFF62},2023-06-17 13:46:00 ET,1
6022367227,RI,US,6/2/2023,6/4/2023,6/12/2023,{069607C2-A3BA-4660-A236-BED309AEFF62},2023-06-13 12:53:00 ET,1
7232364955,NE,US,7/23/2023,7/24/2023,8/7/2023,{06959EFE-6E76-4816-A73A-B41EE545E42B},2023-07-31 12:33:00 CT,1
7032364323,FL,US,7/3/2023,7/5/2023,7/13/2023,{06959DF1-BB83-4F32-B420-6D7149CB1872},2023-07-08 16:32:00 CT,1
6202365726,CO,US,6/20/2023,6/21/2023,7/5/2023,{0694F902-87F7-4F99-BBE5-59DE69694470},2023-06-28 11:55:00 MT,1
